USER,USER,followed_at,notification_preference
U000016,U000290,2022-09-03 22:44:46,all
U000005,U000239,2025-08-04 19:47:20,mentions
U000013,U000042,2022-06-10 11:33:42,none
U000013,U000988,2024-05-29 21:10:44,mentions
U000003,U000288,2022-11-03 02:47:15,
U000005,U000503,2024-08-04 18:25:10,mentions
U000002,U000981,2023-11-18 13:32:09,none
U000188,U000706,2025-03-13 23:28:13,none
U000003,U000385,2024-10-27 05:27:14,none
U000001,U000948,2025-08-15 09:13:19,
U000003,U000082,2025-11-19 12:12:36,mentions
U000021,U000429,2023-09-14 10:27:56,
U000003,U000363,2022-05-09 21:25:34,mentions
U000010,U000217,2023-02-19 17:50:30,all
U000041,U000063,2023-11-05 10:27:01,mentions
U000005,U000103,2022-04-05 00:32:20,
U000026,U000893,2024-08-17 02:04:00,mentions
U000003,U000781,2022-04-06 23:03:10,all
U000025,U000254,2025-05-27 23:21:39,
U000002,U000650,2025-07-14 01:22:32,
U000059,U000794,2022-05-10 04:13:50,
U000004,U000122,2025-05-09 01:56:35,none
U000001,U000725,2025-01-06 03:58:14,mentions
U000009,U000805,2022-10-12 12:11:51,
U000003,U000785,2024-11-25 04:54:17,none
U000009,U000444,2025-07-29 02:47:51,all
U000006,U000887,2023-08-25 23:00:45,mentions
U000004,U000239,2025-05-25 01:58:07,
U000001,U000552,2025-05-24 09:40:49,none
U000022,U000341,2022-08-21 07:04:13,all
U000033,U000010,2021-12-18 17:55:16,mentions
U000116,U000972,2023-06-06 01:50:28,all
U000272,U000260,2023-12-31 07:34:11,all
U000003,U000070,2022-10-01 09:19:37,all
U000004,U000795,2023-08-28 11:39:35,all
U000002,U000756,2024-06-20 14:04:21,
U000012,U000862,2022-02-10 02:39:02,
U000002,U000106,2025-06-06 20:21:13,mentions
U000088,U000582,2025-05-25 06:04:47,
U000004,U000999,2025-08-31 20:02:12,mentions
U000026,U000081,2022-03-19 19:41:30,mentions
U000002,U000168,2025-07-13 19:56:23,none
U000002,U000857,2022-10-10 00:29:04,
U000004,U000293,2023-09-07 10:49:21,none
U000011,U000928,2021-12-05 05:39:40,mentions
U000005,U000879,2025-02-12 21:50:41,
U000004,U000785,2025-10-05 23:11:48,all
U000890,U000599,2024-01-21 23:15:16,none
U000003,U000482,2022-05-30 14:18:33,
U000016,U000089,2023-09-29 03:37:35,mentions
U000003,U000478,2025-06-07 17:09:11,mentions
U000005,U000062,2023-07-05 17:15:34,none
U000002,U000093,2022-12-23 02:09:58,none
U000002,U000992,2023-11-23 05:51:23,
U000152,U000170,2025-06-11 04:51:39,
U000005,U000703,2023-02-04 20:02:00,mentions
U000008,U000901,2024-08-12 09:58:03,none
U000003,U000214,2024-12-22 17:34:44,mentions
U000028,U000329,2021-12-15 03:56:32,
U000003,U000327,2024-02-01 05:58:53,
U000009,U000185,2022-12-25 20:55:52,
U000004,U000453,2023-09-03 19:22:55,
U000002,U000779,2025-12-02 05:44:37,mentions
U000010,U000294,2023-05-12 00:01:18,mentions
U000002,U000352,2024-07-01 22:15:22,
U000002,U000364,2024-10-24 21:26:44,none
U000003,U000101,2023-04-15 14:12:59,none
U000032,U000777,2024-01-28 04:16:43,all
U000007,U000471,2024-06-12 01:01:30,mentions
U000004,U000592,2024-07-21 02:56:46,none
U000036,U000778,2024-07-20 06:30:55,all
U001000,U000858,2025-09-23 05:49:56,
U000016,U000546,2022-06-30 01:35:36,all
U000010,U000942,2024-01-08 04:04:25,
U000016,U000876,2023-12-26 00:59:14,mentions
U000004,U000803,2024-05-23 21:52:52,mentions
U000002,U000969,2022-10-27 23:48:38,
U000030,U000103,2022-05-27 16:31:05,all
U000010,U000679,2024-02-24 23:09:06,none
U000003,U000224,2023-09-29 21:18:05,all
U000017,U000827,2024-08-18 04:10:45,
U000002,U000057,2024-01-29 16:25:47,mentions
U000002,U000670,2024-03-11 14:05:16,all
U000009,U000365,2022-05-31 14:15:28,
U000059,U000803,2022-12-19 13:08:25,
U000031,U000059,2023-05-15 21:10:40,mentions
U000013,U000339,2022-01-15 23:00:44,
U000004,U000869,2023-01-14 09:47:18,
U000003,U000388,2023-07-28 06:41:55,
U000438,U000216,2024-01-08 14:01:08,mentions
U000026,U000697,2025-08-30 18:41:18,mentions
U000013,U000924,2024-01-02 05:01:13,
U000002,U000308,2024-09-11 21:50:23,none
U000002,U000475,2025-02-04 11:52:24,mentions
U000003,U000659,2024-06-24 03:47:22,all
U000016,U000922,2023-02-09 05:26:38,mentions
U000018,U000191,2025-03-05 13:07:40,
U000007,U000617,2023-06-27 22:43:36,mentions
U000024,U000914,2022-08-29 05:34:52,mentions
U000071,U000874,2022-09-22 16:27:05,all
U000002,U000960,2025-04-15 12:37:08,none
U000010,U000696,2024-09-06 22:17:45,mentions
U000006,U000507,2024-03-01 03:34:42,mentions
U000020,U000518,2021-12-12 08:29:58,mentions
U000005,U000360,2023-03-21 21:11:12,
U000003,U000711,2022-04-18 03:13:18,mentions
U000011,U000193,2024-07-16 05:20:45,none
U000002,U000837,2025-09-30 13:39:57,mentions
U000002,U000041,2022-05-28 23:41:00,
U000001,U000589,2023-09-10 13:56:00,none
U000002,U000760,2025-10-02 20:18:27,
U000022,U000198,2023-03-05 22:56:16,mentions
U000006,U000656,2024-11-09 09:49:05,none
U000011,U000947,2022-09-05 03:50:43,
U000002,U000693,2023-01-18 23:41:21,
U000008,U000278,2023-09-22 07:25:49,mentions
U000002,U000451,2023-09-20 15:36:54,mentions
U000004,U000283,2023-09-29 11:55:09,
U000005,U000389,2024-11-15 13:17:22,
U000001,U000539,2022-06-20 15:32:57,none
U000001,U000767,2023-06-25 10:47:12,
U000309,U000613,2024-01-13 16:17:32,mentions
U000032,U000067,2025-10-31 04:29:07,mentions
U000121,U000984,2025-10-30 02:32:38,
U000005,U000068,2023-07-19 11:58:51,mentions
U000002,U000329,2025-06-14 20:10:40,
U000011,U000558,2023-02-15 09:13:20,mentions
U000003,U000991,2025-11-30 03:06:56,
U000014,U000179,2025-02-23 21:22:19,none
U000101,U000204,2022-12-23 02:39:07,all
U000002,U000117,2022-12-28 07:44:47,mentions
U000008,U000041,2025-07-16 00:23:01,
U000006,U000129,2022-04-07 23:15:05,mentions
U000007,U000440,2024-02-22 13:05:24,mentions
U000006,U000024,2024-04-15 14:38:23,
U000006,U000248,2023-05-02 04:28:51,none
U000011,U000117,2024-06-01 12:08:53,mentions
U000007,U000444,2024-06-23 20:59:36,all
U000002,U000548,2024-10-28 05:47:17,
U000007,U000640,2024-12-11 13:47:50,
U000005,U000600,2023-10-30 11:32:31,
U000009,U000798,2023-10-09 16:52:06,
U000024,U000745,2023-07-26 20:46:35,all
U000003,U000387,2023-04-08 04:53:37,
U000019,U000467,2023-11-03 00:15:47,all
U000025,U000468,2023-06-04 13:06:24,mentions
U000056,U000483,2024-08-26 11:20:42,mentions
U000063,U000626,2024-04-29 07:38:30,all
U000008,U000735,2025-05-29 04:57:41,
U000012,U000640,2024-08-29 12:36:43,
U000012,U000535,2022-01-27 22:45:37,mentions
U000011,U000131,2025-09-26 16:29:18,
U000021,U000691,2025-04-05 21:02:27,
U000003,U000595,2023-10-07 21:00:30,
U000014,U000144,2024-10-18 12:52:15,none
U000151,U000678,2022-06-26 17:06:40,mentions
U000001,U000627,2024-03-02 11:48:54,all
U000006,U000501,2024-07-13 22:11:35,
U000006,U000961,2022-04-21 22:17:35,
U000011,U000656,2023-08-09 02:56:25,
U000007,U000490,2022-10-30 12:25:53,all
U000006,U000699,2025-08-19 02:37:14,
U000004,U000817,2024-12-17 17:29:56,
U000006,U000517,2025-11-01 10:17:19,all
U001000,U000068,2023-08-03 06:34:26,mentions
U000008,U000745,2023-05-25 21:45:09,none
U000006,U000362,2025-09-18 22:15:35,mentions
U000003,U000549,2023-12-25 02:06:52,all
U000002,U000170,2025-05-06 04:47:41,
U000015,U000121,2023-10-18 13:57:44,all
U000004,U000053,2023-05-12 21:40:29,none
U000069,U000696,2025-02-05 07:31:44,mentions
U000013,U000090,2024-09-05 02:33:53,
U000004,U000175,2025-09-03 04:37:33,mentions
U000012,U000522,2025-05-15 09:09:02,
U000295,U000864,2024-06-30 17:17:31,mentions
U000048,U000526,2023-05-01 03:23:36,all
U000225,U000960,2023-02-24 19:48:31,all
U000001,U000211,2024-01-01 11:45:03,all
U000004,U000530,2025-04-13 04:56:35,
U000020,U000819,2022-07-06 00:14:04,
U000018,U000164,2024-12-11 12:49:39,mentions
U000003,U000449,2025-05-17 06:11:05,mentions
U000002,U000070,2025-06-16 08:12:09,all
U000004,U000057,2024-09-17 21:05:22,all
U000001,U000125,2024-10-22 03:28:51,all
U000005,U000982,2023-12-29 23:24:38,
U000002,U000191,2023-08-30 17:43:36,
U000283,U000261,2022-06-19 22:22:19,none
U000018,U000260,2022-02-07 14:48:12,
U001000,U000802,2025-03-01 00:19:36,none
U000004,U000830,2023-01-21 02:16:28,all
U000002,U000188,2025-06-03 07:06:50,all
U000003,U000390,2024-06-24 05:29:57,mentions
U000008,U000306,2025-12-01 19:17:04,mentions
U000004,U000068,2022-01-05 03:21:34,all
U000004,U000725,2023-10-21 05:11:13,none
U000129,U000383,2022-09-14 20:00:07,mentions
U000092,U000256,2024-08-01 15:02:25,none
U000010,U000896,2024-03-17 01:50:59,all
U000013,U000966,2022-12-22 17:59:03,all
U000004,U000909,2024-10-11 06:07:09,none
U000004,U000005,2025-03-24 15:19:36,
U000002,U000141,2023-11-20 17:23:42,mentions
U000004,U000963,2023-04-30 06:44:45,none
U000030,U000450,2022-11-14 13:29:48,all
U000009,U000802,2025-02-12 22:31:17,
U000016,U000239,2022-02-06 16:41:34,all
U000001,U000376,2025-10-10 02:58:30,mentions
U000273,U000555,2022-03-11 13:02:04,mentions
U000016,U000086,2023-11-12 21:29:13,all
U000008,U000299,2025-07-04 06:43:14,none
U000004,U000269,2025-06-29 04:06:00,none
U000003,U000650,2022-10-28 07:18:35,
U000002,U000628,2024-10-28 21:06:48,none
U000002,U000721,2022-03-30 18:34:07,none
U000008,U000201,2022-11-16 23:47:36,
U000006,U000020,2025-08-06 11:08:56,none
U000015,U000021,2025-05-01 06:15:56,
U000014,U000786,2024-01-01 17:29:01,
U000008,U000070,2025-01-13 11:16:50,none
U000002,U000641,2023-08-03 06:46:15,
U000007,U000350,2025-06-21 01:43:05,none
U000010,U000622,2023-03-17 20:57:12,mentions
U000068,U000181,2021-12-15 07:25:32,all
U000008,U000469,2025-07-14 14:12:20,
U000004,U000021,2023-06-12 12:27:07,none
U000056,U000643,2022-07-22 07:38:21,all
U000006,U000776,2023-03-09 19:16:25,none
U000006,U000446,2023-05-01 06:58:43,mentions
U000003,U000486,2022-11-04 05:59:14,
U000014,U000733,2024-06-20 05:46:23,mentions
U000011,U000644,2024-01-03 08:48:16,none
U000001,U000740,2024-08-10 21:03:12,mentions
U000012,U000668,2024-12-14 20:45:25,
U000016,U000902,2024-03-02 15:29:35,
U000039,U000797,2025-06-05 11:51:14,none
U000002,U000443,2025-03-11 06:10:37,
U000014,U000771,2025-10-22 02:14:00,none
U000025,U000501,2024-04-07 18:42:30,
U000008,U000804,2022-02-03 18:48:13,none
U000001,U000748,2023-06-04 23:19:56,
U000007,U000227,2024-07-19 17:17:19,none
U000008,U000825,2023-04-30 13:46:03,mentions
U000002,U000053,2022-07-04 00:53:51,mentions
U000059,U000509,2023-11-21 18:01:02,
U000002,U000286,2025-06-10 22:04:25,all
U000003,U000978,2022-07-27 20:40:38,mentions
U000003,U000014,2024-08-13 00:09:19,mentions
U000032,U000606,2025-05-17 01:22:41,
U000002,U000137,2025-08-07 03:21:37,mentions
U000004,U000374,2023-02-22 05:56:55,none
U000007,U000347,2022-01-12 20:02:26,mentions
U000005,U000167,2024-03-01 04:40:45,
U000001,U000430,2022-01-27 05:15:12,none
U000008,U000250,2022-05-18 06:01:50,
U000004,U000285,2022-07-18 05:29:41,
U000570,U000470,2024-07-06 19:17:20,
U000023,U000879,2024-06-29 02:50:10,
U000017,U000621,2023-12-08 12:45:35,all
U000001,U000670,2025-05-25 05:38:49,mentions
U000014,U000572,2022-04-23 13:32:06,
U000008,U000253,2023-03-10 23:17:11,none
U000006,U000100,2025-02-27 00:27:29,
U000003,U000499,2025-09-03 15:11:06,all
U000749,U000977,2025-06-02 00:59:06,
U000004,U000602,2022-02-10 04:30:58,none
U000007,U000721,2024-10-26 21:07:34,none
U000002,U000284,2025-08-18 11:28:00,mentions
U000060,U000080,2023-09-18 16:47:38,
U000205,U000520,2024-07-18 10:15:16,
U000028,U000566,2024-05-23 03:50:39,mentions
U000009,U000258,2024-12-13 16:21:07,none
U000003,U000117,2023-12-31 17:31:47,mentions
U000020,U000581,2024-09-09 15:11:27,all
U001000,U000988,2022-10-06 20:16:32,
U000036,U000991,2023-06-28 14:06:57,none
U000001,U000738,2022-10-28 07:28:39,none
U000002,U000241,2025-03-17 23:02:13,
U000064,U000457,2022-08-18 22:53:52,mentions
U000007,U000236,2022-08-08 13:28:49,
U000001,U000853,2022-08-31 02:50:54,all
U000001,U000348,2025-07-02 14:57:06,
U000019,U000978,2022-10-28 23:54:54,all
U000008,U000630,2022-05-17 09:37:18,mentions
U000012,U000866,2023-06-30 13:49:12,all
U000007,U000054,2023-09-09 19:21:18,
U000121,U000825,2023-11-24 22:21:42,all
U000027,U000935,2024-10-15 17:35:00,mentions
U000027,U000554,2025-08-21 10:53:13,none
U000011,U000299,2025-03-05 03:19:18,mentions
U000002,U000201,2022-06-20 18:37:17,mentions
U000032,U000587,2025-10-03 20:12:31,
U000006,U000799,2023-02-19 22:53:34,all
U000003,U000465,2025-11-23 13:03:28,all
U000008,U000112,2025-10-22 07:06:55,all
U001000,U000610,2022-02-27 13:46:46,all
U000003,U000467,2024-05-30 03:12:24,none
U000010,U000171,2025-01-28 18:49:58,all
U000002,U000377,2024-08-22 03:14:22,
U000064,U000153,2024-01-27 09:39:04,
U000002,U000226,2024-12-04 15:49:55,none
U000012,U000657,2022-07-27 01:38:17,all
U000002,U000444,2023-05-16 13:33:36,
U000039,U000082,2022-05-13 12:32:19,none
U000010,U000508,2023-07-29 11:03:19,
U000008,U000421,2024-08-07 19:37:47,none
U000035,U000815,2025-10-23 02:03:31,
U000010,U000641,2022-03-24 06:52:03,
U000004,U000748,2025-04-08 18:55:58,all
U000015,U000301,2023-04-07 04:24:54,mentions
U000065,U000844,2025-10-30 10:49:42,
U000013,U000068,2024-05-28 06:38:20,mentions
U000115,U000598,2022-12-12 08:13:05,all
U000012,U000416,2024-07-01 00:26:00,all
U000006,U000481,2023-09-10 12:33:13,all
U000004,U000874,2023-05-28 22:29:59,mentions
U000018,U000750,2023-08-09 04:23:26,
U000003,U000325,2024-06-12 12:44:32,none
U000003,U000031,2025-05-29 17:25:03,all
U000265,U000464,2022-01-24 18:58:23,
U000004,U000719,2023-05-20 00:07:50,
U000004,U000424,2024-01-23 22:22:58,
U000005,U000541,2024-04-03 14:09:10,all
U000013,U000480,2021-12-17 19:42:30,
U000002,U000198,2025-06-01 11:53:51,none
U000006,U000505,2021-12-20 22:48:56,all
U000002,U000306,2025-08-18 17:54:28,
U000012,U000322,2025-01-02 08:09:17,none
U000002,U000376,2025-05-31 11:53:45,all
U000030,U000722,2022-07-14 18:33:50,none
U000011,U000347,2022-04-08 20:52:23,
U000009,U000269,2024-10-18 23:06:04,
U000003,U000176,2023-05-17 03:34:52,
U000005,U000637,2023-08-15 06:27:31,
U000019,U000350,2025-06-16 14:05:23,mentions
U000639,U000848,2022-08-05 23:19:24,
U000002,U000551,2022-05-04 14:15:42,mentions
U000005,U000194,2022-10-16 19:48:53,
U000003,U000286,2022-04-04 12:09:03,all
U000005,U000535,2023-02-11 22:29:08,mentions
U000003,U000078,2022-06-25 02:50:01,
U000002,U000575,2022-03-21 20:01:37,all
U000141,U000023,2025-06-16 07:51:08,none
U000005,U000697,2022-12-01 15:27:11,mentions
U000004,U000067,2025-07-07 13:23:44,all
U000052,U000284,2024-11-04 19:50:33,mentions
U000001,U000603,2023-03-28 18:28:40,
U000004,U000138,2022-11-03 07:52:19,
U000004,U000220,2022-05-01 01:17:06,mentions
U000063,U000534,2022-10-26 16:48:39,all
U000004,U000591,2022-07-26 22:28:34,all
U000015,U000179,2023-09-24 12:45:56,
U000006,U000515,2023-02-13 15:13:10,all
U000165,U000478,2022-11-08 18:16:27,mentions
U000003,U000429,2023-08-10 01:56:09,none
U000007,U000528,2023-02-11 04:20:05,
U000010,U000744,2023-04-12 09:12:54,
U000002,U000119,2024-10-09 10:43:08,
U000003,U000022,2022-01-31 06:07:52,none
U000044,U000610,2023-02-16 06:14:15,all
U001000,U000454,2024-03-30 18:16:44,none
U000007,U000976,2023-10-18 03:19:39,
U000004,U000570,2023-10-04 01:38:01,all
U000003,U000818,2023-09-16 17:44:33,all
U000012,U000807,2024-04-15 15:29:30,
U000127,U000729,2022-02-04 01:06:57,
U000007,U000512,2024-06-13 11:43:24,
U000006,U000103,2024-02-05 17:42:52,mentions
U000004,U000903,2025-02-02 11:02:29,mentions
U000136,U000843,2025-07-22 19:15:00,
U000013,U000289,2023-05-07 14:19:06,all
U000025,U000614,2023-09-22 00:17:47,mentions
U000002,U000032,2025-11-20 03:23:59,mentions
U000002,U000259,2023-05-22 09:23:02,
U000069,U000835,2024-10-09 15:40:38,
U000010,U000258,2022-10-01 17:47:39,
U000002,U000707,2024-11-06 22:09:56,all
U000007,U000191,2025-08-19 12:27:56,
U000557,U000673,2023-01-07 20:59:22,
U000002,U000667,2024-12-19 06:58:19,none
U000017,U000547,2022-01-31 23:26:16,mentions
U000002,U000186,2024-08-14 15:15:25,none
U000036,U000118,2022-03-03 12:57:05,
U000002,U000829,2022-05-31 12:17:30,none
U000007,U000508,2022-04-03 16:50:26,none
U000002,U000193,2023-03-20 05:57:42,all
U000013,U000197,2024-05-17 16:09:01,mentions
U000068,U000947,2022-01-04 16:35:58,mentions
U000002,U000343,2023-07-06 05:42:53,none
U000322,U000174,2024-04-30 06:04:39,none
U000002,U000722,2024-11-22 10:32:28,mentions
U000032,U000450,2023-01-26 19:27:51,mentions
U000003,U000192,2025-06-01 14:52:47,none
U000002,U000905,2023-10-15 10:09:10,
U000004,U000055,2025-04-26 11:08:56,none
U000002,U000486,2024-01-04 20:49:39,
U000015,U000135,2024-10-27 23:50:16,mentions
U000004,U000025,2024-01-26 10:10:17,
U000065,U000206,2022-07-08 08:55:01,
U000225,U000081,2025-08-28 23:49:45,
U000010,U000503,2025-04-01 06:50:19,all
U000005,U000609,2025-04-28 09:43:34,
U000002,U000687,2023-09-23 08:50:47,
U000015,U000930,2023-11-26 18:13:42,none
U000004,U000022,2022-09-02 20:42:30,mentions
U000013,U000434,2022-01-17 04:58:29,none
U000002,U000074,2023-02-10 18:40:04,
U000005,U000358,2022-07-14 11:26:29,
U000002,U000497,2025-09-21 21:39:45,mentions
U000040,U000892,2023-05-29 07:15:59,
U000018,U000496,2023-05-19 14:33:50,mentions
U000022,U000816,2025-01-21 01:48:39,mentions
U000005,U000146,2025-06-10 03:06:28,all
U000004,U000496,2022-07-06 01:58:48,
U000005,U000710,2022-03-16 21:33:44,mentions
U000003,U000948,2023-10-25 15:47:19,all
U000005,U000474,2022-09-06 05:14:24,
U000012,U000933,2023-06-11 12:33:17,all
U000001,U000735,2025-02-23 18:22:50,none
U001000,U000667,2024-11-19 10:19:59,
U000004,U000228,2024-09-27 02:52:51,mentions
U000011,U000271,2025-07-05 03:13:29,none
U000009,U000137,2022-07-17 08:12:38,
U000001,U000973,2023-12-17 00:39:39,mentions
U000011,U000786,2024-04-06 19:10:17,all
U000010,U000898,2024-10-29 21:01:26,mentions
U000011,U000258,2024-09-08 06:55:48,
U000032,U000316,2023-01-03 11:39:36,none
U000005,U000012,2023-10-18 03:13:19,
U000002,U000174,2024-03-25 16:27:42,mentions
U000002,U000758,2024-12-26 11:59:41,all
U000002,U000714,2025-08-02 13:37:31,mentions
U000006,U000108,2024-04-26 05:35:38,all
U000002,U000332,2025-09-07 00:53:34,all
U000007,U000138,2024-05-13 09:22:42,
U000005,U000423,2023-07-13 03:13:27,
U000004,U000014,2025-03-22 01:15:15,mentions
U000004,U000500,2022-01-22 04:36:31,mentions
U000002,U000307,2025-09-29 10:16:09,
U000074,U000878,2023-11-12 15:24:40,none
U000002,U000407,2025-01-04 12:22:46,none
U000006,U000690,2023-03-21 06:52:43,
U000012,U000438,2023-01-07 22:09:31,
U000152,U000006,2023-05-24 07:52:21,mentions
U000031,U000506,2024-05-26 20:59:38,mentions
U000009,U000739,2023-05-13 17:02:12,
U000006,U000357,2022-08-29 16:40:31,all
U000008,U000966,2022-11-02 19:56:12,none
U000012,U000850,2022-08-03 21:04:17,
U000024,U000961,2023-01-27 21:00:25,
U000003,U000677,2025-01-04 08:36:19,mentions
U000004,U000985,2025-01-02 19:04:08,
U000016,U000467,2025-10-21 00:06:48,all
U000008,U000265,2022-03-30 05:11:01,all
U000013,U000624,2025-11-19 05:48:25,
U000011,U000598,2025-12-01 10:42:35,
U000006,U000475,2025-08-11 21:17:26,none
U000052,U000207,2025-09-10 06:47:10,all
U000004,U000092,2021-12-09 11:52:37,
U000003,U000198,2025-01-02 11:04:59,none
U000014,U000073,2024-04-16 03:52:04,
U000079,U000785,2024-04-22 00:36:33,mentions
U000002,U000499,2024-01-06 16:51:43,
U000002,U000327,2024-07-12 09:15:49,
U000001,U000788,2022-05-21 17:32:30,mentions
U000003,U000125,2023-04-16 03:35:59,
U000004,U000895,2023-11-19 16:17:24,all
U000002,U000849,2025-09-04 08:39:25,
U000006,U000271,2022-08-17 20:42:35,
U000002,U000807,2023-03-24 12:05:41,
U000003,U000297,2024-05-09 10:46:49,all
U000014,U000450,2023-09-07 16:12:22,mentions
U000003,U000089,2024-01-24 11:48:53,
U000007,U000661,2023-12-07 21:42:10,all
U000004,U000271,2021-12-25 01:32:11,
U000002,U000810,2022-07-10 17:30:29,mentions
U000008,U000583,2023-08-06 04:28:54,all
U000008,U000059,2024-03-24 18:09:26,none
U000002,U000001,2024-10-30 03:21:23,none
U000002,U000956,2022-02-02 01:01:33,mentions
U000010,U000363,2023-12-03 00:43:28,
U000014,U000136,2025-03-17 22:29:21,
U000022,U000034,2024-10-12 14:12:07,
U000011,U000902,2025-07-25 19:22:35,
U000026,U000037,2024-04-03 04:10:29,
U000006,U000352,2022-05-26 01:45:12,none
U000002,U000999,2025-11-17 05:24:00,all
U000038,U000419,2025-11-11 04:52:35,none
U000003,U000806,2023-11-14 08:11:39,none
U000031,U000088,2025-04-04 17:49:17,mentions
U000726,U000558,2022-11-13 15:26:07,all
U000018,U000270,2022-05-25 04:04:30,mentions
U000013,U000741,2023-04-07 12:18:18,none
U000015,U000173,2025-02-17 04:26:26,all
U000007,U000493,2024-10-03 06:49:17,none
U000002,U000353,2022-03-24 11:29:42,
U000003,U000336,2022-04-24 02:40:29,none
U000003,U000623,2022-07-27 16:39:08,mentions
U000005,U000569,2022-12-04 11:15:32,all
U000021,U000475,2023-08-06 14:01:32,none
U000066,U000908,2025-03-28 20:01:01,none
U000004,U000611,2023-09-12 17:58:01,none
U000004,U000828,2024-10-28 12:48:49,
U000003,U000757,2024-10-19 15:32:03,none
U000027,U000447,2024-07-22 03:45:34,all
U000002,U000224,2024-10-11 22:06:23,none
U000003,U000896,2025-06-18 12:39:36,
U000011,U000096,2025-07-04 13:20:07,all
U000005,U000385,2023-05-04 03:33:29,all
U000007,U000150,2024-10-29 01:06:28,all
U000013,U000246,2023-12-29 02:49:49,mentions
U000002,U000791,2024-01-29 17:29:08,all
U000007,U000229,2022-09-16 04:37:28,mentions
U000016,U000459,2023-03-17 06:28:22,
U000027,U000185,2023-02-17 19:47:19,all
U000032,U000467,2023-08-04 18:41:06,
U000014,U000687,2023-11-14 18:43:03,none
U000051,U000893,2024-03-14 17:52:24,
U000002,U000816,2025-08-01 05:41:31,mentions
U000003,U000807,2023-04-08 13:25:58,none
U000001,U000251,2022-09-26 20:26:31,
U000040,U000246,2024-11-18 14:06:20,mentions
U000003,U000975,2022-03-19 20:19:25,all
U000003,U000123,2025-04-02 23:31:56,
U000002,U000865,2022-10-22 00:51:24,mentions
U000061,U000248,2022-05-13 22:42:31,mentions
U000010,U000694,2023-09-11 08:33:26,none
U000002,U000229,2024-08-20 02:22:20,none
U000115,U000462,2024-06-30 22:10:59,
U000005,U000017,2025-06-18 08:44:46,mentions
U000021,U000328,2023-04-06 00:33:13,
U000003,U000801,2024-12-18 21:52:41,
U000002,U000895,2025-09-20 02:05:25,mentions
U000003,U000745,2024-06-12 22:12:21,none
U000002,U000386,2023-06-18 21:35:38,
U000008,U000678,2022-01-30 15:18:06,all
U000004,U000643,2023-07-15 14:48:11,all
U000003,U000899,2022-06-27 16:12:32,all
U000121,U000057,2022-05-19 08:30:51,none
U000004,U000908,2025-03-13 10:04:31,
U000006,U000252,2022-08-30 19:48:26,all
U000004,U000240,2024-09-07 10:31:50,all
U000004,U000562,2021-12-28 11:02:26,mentions
U000004,U000684,2024-10-23 18:46:34,none
U000003,U000360,2024-06-06 09:59:59,none
U000060,U000900,2023-08-22 18:26:13,all
U000001,U000698,2024-08-17 07:14:01,none
U000004,U000792,2024-09-05 08:08:13,mentions
U000011,U000231,2023-04-22 03:34:32,
U000003,U000778,2022-01-11 10:43:19,
U000003,U000017,2024-03-30 17:00:27,all
U000003,U000401,2025-07-18 15:40:46,all
U000022,U000720,2022-10-16 02:04:58,
U000005,U000233,2021-12-19 13:47:03,
U000005,U000230,2023-01-13 14:35:30,all
U000003,U000833,2024-08-08 00:54:42,
U000002,U000014,2023-05-05 16:32:20,
U000019,U000073,2023-02-25 03:19:20,none
U000007,U000890,2022-09-20 13:32:57,all
U000031,U000784,2022-03-25 06:02:56,
U000009,U000607,2024-10-08 13:30:12,
U000006,U000291,2023-06-27 17:24:35,
U000012,U000029,2024-11-01 21:59:24,
U000004,U000115,2025-09-16 23:09:25,mentions
U000010,U000484,2021-12-31 18:46:27,
U000003,U000217,2023-10-19 12:22:22,all
U000004,U000553,2022-05-18 09:28:51,none
U000008,U000898,2024-02-28 14:00:49,none
U000005,U000610,2024-01-29 14:44:29,
U000020,U000456,2023-11-02 06:16:39,
U000001,U000663,2022-04-08 15:00:57,all
U000002,U000745,2023-02-20 08:28:05,none
U000062,U000944,2023-04-06 14:08:54,none
U000002,U000876,2023-03-12 00:14:01,none
U000014,U000607,2023-06-28 08:24:13,all
U000007,U000137,2024-08-14 08:15:08,all
U000003,U000515,2024-11-25 16:35:40,
U000008,U000935,2024-10-08 17:35:14,all
U000005,U000985,2025-08-23 02:33:57,all
U000290,U000965,2023-12-14 17:48:25,none
U000005,U000008,2025-10-13 05:19:07,none
U000003,U000819,2022-12-25 09:46:53,
U000060,U000833,2024-04-12 12:39:45,
U000017,U000955,2023-12-03 03:51:23,
U000003,U000112,2022-05-11 14:14:58,
U000003,U000921,2023-05-22 11:31:01,none
U000332,U000640,2025-07-19 11:05:54,none
U000004,U000174,2024-03-02 19:55:50,mentions
U000015,U000105,2023-09-05 02:01:35,mentions
U000018,U000370,2024-06-02 19:24:50,none
U000004,U000857,2024-08-16 11:35:43,
U000020,U000241,2022-11-11 11:30:49,mentions
U000004,U000475,2022-04-30 11:18:43,all
U000046,U000099,2022-11-17 06:11:58,none
U000003,U000630,2024-05-12 20:10:32,mentions
U000005,U000698,2025-05-06 06:59:20,mentions
U000013,U000190,2023-12-06 04:49:43,none
U000005,U000587,2022-10-31 20:36:19,none
U000009,U000711,2023-10-23 22:25:24,mentions
U000002,U000723,2025-06-25 22:14:16,none
U000003,U000932,2024-11-30 18:14:39,none
U000003,U000894,2022-03-23 02:03:02,none
U000003,U000358,2023-11-23 15:30:25,
