USER,TWEET,posted_at,device_type,location_coordinates
U000989,T0004123,2023-12-15 06:32:55,Windows,
U000768,T0004124,2022-04-16 13:25:10,,
U000802,T0004125,2022-04-19 21:51:34,,
U000231,T0004126,2022-12-08 05:50:11,,
U000854,T0004127,2022-04-26 00:38:33,iPad,
U000500,T0004128,2024-06-02 03:36:58,Android,
U000923,T0004129,2021-12-05 04:15:24,Android,
U000731,T0004130,2022-02-06 05:37:32,Windows,
U000820,T0004131,2024-01-06 14:51:17,,"-79.138861,172.675694"
U000253,T0004132,2025-01-11 03:26:56,,"4.218424,-46.351588"
U000329,T0004133,2023-01-22 16:34:25,iPad,"-37.902280,-3.801676"
U000393,T0004134,2023-07-25 05:10:57,iPhone,
U000786,T0004135,2022-08-25 13:35:49,Mac,"34.9377395,43.732910"
U000548,T0004136,2023-07-13 08:04:18,,"-80.241371,70.517253"
U000295,T0004137,2024-06-28 18:58:01,,"9.8112175,45.406420"
U000291,T0004138,2023-07-05 08:49:19,Windows,
U000426,T0004139,2025-02-01 04:18:05,Mac,
U000662,T0004140,2024-12-01 07:41:28,iPad,"62.443600,103.600990"
U000260,T0004141,2024-01-27 18:36:35,iPhone,"52.9008925,-62.555705"
U000501,T0004142,2022-03-17 01:50:34,Mac,"-70.648155,-156.140209"
U000131,T0004143,2022-01-28 23:03:50,Web,"-47.6809815,-120.931321"
U000982,T0004144,2024-07-11 16:34:50,iPhone,"-34.831446,56.065638"
U000224,T0004145,2023-06-24 17:40:39,Web,
U000682,T0004146,2025-02-03 06:14:57,iPhone,"45.3505445,153.178347"
U000331,T0004147,2023-10-20 07:20:42,Mac,"-39.964089,111.516948"
U000763,T0004148,2025-06-26 07:49:11,iPad,"66.5574605,113.234787"
U000906,T0004149,2023-04-03 04:14:46,Android,
U000763,T0004150,2023-04-07 21:11:15,Mac,"-86.952896,-26.064076"
U000796,T0004151,2025-04-30 06:23:56,Web,
U000378,T0004152,2023-10-13 07:30:48,Android,"87.1755765,155.291350"
U000998,T0004153,2024-06-16 20:20:29,iPad,
U000432,T0004154,2023-02-21 00:20:53,Windows,"84.469604,-149.106780"
U000838,T0004155,2022-04-24 12:09:43,iPhone,"4.5544865,41.269992"
U000239,T0004156,2021-12-28 02:05:58,iPad,
U000466,T0004157,2023-05-04 06:09:43,iPhone,
U000701,T0004158,2023-04-27 09:39:20,Android,"-43.760255,-119.574052"
U000768,T0004159,2022-08-09 06:59:00,iPhone,"-7.7364405,57.917016"
U000057,T0004160,2023-04-02 07:39:33,Android,"-0.743303,-157.839881"
U000037,T0004161,2023-03-01 14:37:46,Android,
U000188,T0004162,2024-09-28 23:09:54,Windows,
U000203,T0004163,2024-02-19 13:40:23,Android,"78.885664,-0.338417"
U000217,T0004164,2023-10-18 23:32:14,,
U000289,T0004165,2023-10-29 16:39:29,Windows,
U000514,T0004166,2022-11-04 06:34:13,iPad,"32.705692,-1.147717"
U000734,T0004167,2022-02-21 08:49:48,Mac,
U000312,T0004168,2024-07-06 18:49:45,Mac,"14.8568585,-30.516491"
U000635,T0004169,2023-11-05 15:40:56,Web,
U000088,T0004170,2023-04-13 09:53:01,,
U000427,T0004171,2025-03-16 03:37:27,,
U000604,T0004172,2022-04-02 23:09:56,Android,"34.5613715,103.354073"
U000585,T0004173,2024-08-04 01:20:14,iPhone,
U000986,T0004174,2023-11-18 01:55:05,Windows,"-9.2489715,-65.034026"
U000781,T0004175,2025-06-20 03:52:25,Mac,"-50.543512,140.242861"
U000878,T0004176,2024-04-03 07:10:18,Windows,"22.3031845,-30.649851"
U000309,T0004177,2024-10-28 12:47:57,,
U000395,T0004178,2023-10-29 17:22:04,Web,
U000051,T0004179,2025-02-18 04:47:27,,
U000041,T0004180,2022-02-22 00:07:30,,
U000222,T0004181,2023-03-03 14:16:54,Mac,
U000448,T0004182,2022-02-26 09:53:18,,"-79.9840915,-173.117568"
U000584,T0004183,2025-01-20 00:58:32,Windows,
U000806,T0004184,2025-02-04 23:03:56,Windows,"-84.6702775,-165.674692"
U000736,T0004185,2025-08-22 23:11:46,iPhone,
U000535,T0004186,2022-01-27 09:28:29,Mac,
U000422,T0004187,2022-11-02 04:22:26,Android,
U000878,T0004188,2022-01-23 10:16:56,,
U000769,T0004189,2024-02-01 08:25:25,,
U000872,T0004190,2023-03-05 14:56:58,,"18.1386705,-80.254442"
U000939,T0004191,2022-09-27 16:46:33,Android,"71.5089495,62.159276"
U000843,T0004192,2023-12-13 15:20:06,Mac,"44.3026135,137.946542"
U000372,T0004193,2025-08-04 00:50:35,iPhone,
U000052,T0004194,2022-05-12 12:42:58,,"-33.331198,19.124324"
U000044,T0004195,2022-02-16 01:49:45,iPhone,"-49.920833,-24.577673"
U000694,T0004196,2021-12-15 00:01:28,Android,
U000906,T0004197,2023-10-20 03:14:05,iPad,"85.758383,89.720370"
U000210,T0004198,2025-07-06 12:12:49,Windows,
U000127,T0004199,2024-05-30 16:52:39,Mac,"77.4339315,160.512949"
U000403,T0004200,2022-05-08 08:03:21,,
U000904,T0004201,2022-11-28 16:55:05,Windows,"-26.281417,162.995204"
U000302,T0004202,2022-09-05 03:51:15,,"19.6209535,126.886052"
U000507,T0004203,2022-12-23 07:01:03,,"-71.2091775,-94.427919"
U000137,T0004204,2025-11-17 13:17:27,,
U000786,T0004205,2022-12-11 19:03:01,iPhone,"80.319385,-17.373217"
U000582,T0004206,2021-12-10 18:42:28,iPhone,
U000062,T0004207,2023-09-22 19:27:29,Windows,"-32.744206,1.906132"
U000837,T0004208,2024-05-07 12:17:22,,"-77.031831,-140.021214"
U000998,T0004209,2025-12-01 17:45:04,iPhone,"0.5961265,-170.360016"
U000493,T0004210,2024-11-07 07:02:15,,
U000325,T0004211,2023-02-18 19:50:39,Mac,"29.256730,30.003327"
U000520,T0004212,2025-10-11 01:30:40,Android,
U000769,T0004213,2025-01-24 00:03:40,iPhone,"-17.3128245,94.037091"
U000126,T0004214,2025-02-10 10:20:51,,"-40.129614,110.117840"
U000200,T0004215,2025-01-13 09:20:50,Windows,"-75.6521595,-169.417005"
U000505,T0004216,2023-01-26 20:21:21,Windows,
U000771,T0004217,2023-05-22 02:07:53,Windows,
U000663,T0004218,2022-11-12 01:56:18,iPad,"-13.4888985,-146.130447"
U000314,T0004219,2022-03-03 13:30:30,iPad,"6.4181145,-146.606602"
U000972,T0004220,2023-05-23 04:18:07,,
U000513,T0004221,2024-01-09 15:11:17,iPhone,
U000294,T0004222,2022-01-21 19:10:46,Web,"13.863926,-17.554873"
U000612,T0004223,2025-04-28 08:01:12,,"-72.8226015,-112.138837"
U000556,T0004224,2025-01-16 07:26:59,Web,"-8.695724,-60.401734"
U000714,T0004225,2021-12-30 13:39:31,Windows,
U000215,T0004226,2023-05-14 10:28:31,Android,
U000954,T0004227,2025-03-27 19:03:10,iPad,
U000482,T0004228,2022-11-01 20:17:38,Windows,"51.712785,-79.516941"
U000805,T0004229,2023-09-09 14:08:36,Web,
U000396,T0004230,2025-08-25 06:51:59,Android,
U000766,T0004231,2025-11-21 19:24:56,Web,
U000115,T0004232,2024-10-11 21:08:43,Android,
U000380,T0004233,2024-09-17 17:19:07,,
U000403,T0004234,2022-10-05 21:44:51,Android,"77.679675,144.480104"
U000779,T0004235,2023-09-27 03:42:50,,
U000379,T0004236,2022-08-30 08:01:46,Windows,"34.512684,14.755195"
U000294,T0004237,2023-02-28 23:39:13,Android,"-27.395282,86.727942"
U000182,T0004238,2023-07-16 23:59:38,,"2.9981445,20.482214"
U000439,T0004239,2023-11-29 11:20:39,,"79.9963675,-155.081608"
U000697,T0004240,2023-03-02 22:22:42,,
U000148,T0004241,2022-08-22 10:56:10,Mac,"-88.9064355,-86.794763"
U000694,T0004242,2023-01-10 23:31:39,Web,
U000602,T0004243,2024-12-04 02:33:02,Mac,"73.033210,-27.063184"
U000618,T0004244,2025-04-22 17:42:29,Windows,
U000785,T0004245,2025-11-13 08:07:14,Mac,
U000457,T0004246,2024-11-14 02:14:50,Mac,"-2.181810,96.381255"
U000816,T0004247,2025-02-20 19:37:15,Mac,"77.706155,79.913211"
U000526,T0004248,2024-10-08 16:39:06,,
U000738,T0004249,2022-12-04 09:26:23,Mac,
U000357,T0004250,2023-12-12 22:04:26,,
U000503,T0004251,2024-11-28 04:54:38,Windows,"68.8926495,81.537432"
U000631,T0004252,2022-11-18 12:38:48,Mac,"-25.631100,6.964592"
U000647,T0004253,2024-04-17 06:37:43,iPhone,"51.9162215,128.953397"
U000386,T0004254,2024-12-11 18:16:38,Web,"-16.441727,-13.010420"
U000032,T0004255,2025-07-01 07:27:44,Android,"-3.6596985,153.898944"
U000931,T0004256,2023-09-18 17:52:58,Mac,
U000475,T0004257,2023-09-05 01:26:06,,"41.429574,-166.392789"
U000647,T0004258,2022-06-14 13:36:31,Mac,
U000451,T0004259,2022-01-19 17:43:43,iPad,"64.2445325,4.242726"
U000424,T0004260,2024-06-15 09:28:33,Windows,"31.0815605,-157.913707"
U000494,T0004261,2023-09-11 15:31:16,,"-33.5668055,-0.311906"
U000047,T0004262,2024-04-21 18:53:09,Mac,
U000514,T0004263,2023-08-08 05:13:06,Mac,"-26.054108,-90.870170"
U000034,T0004264,2023-06-07 18:31:45,Windows,
U000162,T0004265,2025-10-22 12:34:47,,
U000248,T0004266,2022-01-15 18:09:26,,"-64.7897435,-84.580519"
U000511,T0004267,2023-10-26 21:10:10,,
U000281,T0004268,2023-08-01 14:46:26,iPhone,"17.263383,-12.301604"
U000773,T0004269,2023-07-27 21:21:20,Android,
U000410,T0004270,2022-05-29 01:24:19,Web,"59.3750465,-96.462355"
U000479,T0004271,2022-04-11 00:50:59,Android,"-32.5769845,-87.269431"
U000784,T0004272,2025-03-30 10:40:51,,
U000331,T0004273,2023-06-23 23:10:16,,
U000694,T0004274,2023-08-20 22:05:40,Android,"-89.047508,-97.894864"
U000364,T0004275,2023-01-31 08:33:03,iPhone,
U000603,T0004276,2024-03-05 23:07:12,iPad,
U000717,T0004277,2023-02-22 15:32:49,Windows,"-40.809175,-50.742073"
U000898,T0004278,2024-03-30 11:24:02,Windows,
U000893,T0004279,2023-05-01 14:05:13,iPhone,
U000766,T0004280,2024-12-16 16:42:09,Windows,"-9.7269855,148.220000"
U000232,T0004281,2022-04-28 17:45:42,Web,
U000301,T0004282,2025-10-24 08:25:52,iPad,
U000739,T0004283,2023-09-11 05:04:52,Mac,"50.609376,-166.251263"
U000154,T0004284,2022-04-16 20:13:56,,"-14.794461,152.609338"
U000930,T0004285,2022-09-05 08:47:37,Windows,
U000957,T0004286,2024-03-30 08:26:51,iPhone,
U000140,T0004287,2023-10-06 18:18:19,Web,"-55.265019,178.812355"
U000488,T0004288,2023-07-22 19:50:29,Mac,
U000448,T0004289,2024-02-26 09:09:33,Android,"55.3180675,162.674816"
U000919,T0004290,2023-01-13 15:45:45,Web,
U000387,T0004291,2021-12-26 15:01:31,Windows,
U000529,T0004292,2023-10-01 05:19:11,iPhone,
U000039,T0004293,2022-11-02 05:27:10,iPhone,
U000880,T0004294,2022-08-24 14:20:12,Mac,"78.324477,-120.713649"
U000375,T0004295,2025-08-12 07:48:40,Web,"10.737002,-146.902394"
U000600,T0004296,2022-07-07 00:59:08,Android,"45.939477,0.164595"
U000263,T0004297,2024-01-09 14:17:42,iPad,
U000131,T0004298,2021-12-24 11:18:23,,"68.728966,-49.377667"
U000630,T0004299,2025-07-08 05:07:58,iPhone,
U000586,T0004300,2021-12-09 18:29:39,Windows,
U000578,T0004301,2025-03-10 23:34:53,Android,"-16.6935065,104.766452"
U000082,T0004302,2025-12-02 01:29:50,Mac,
U000494,T0004303,2024-05-10 17:47:08,,"-4.4299555,-119.473307"
U000446,T0004304,2024-05-08 23:22:08,Windows,
U000842,T0004305,2024-05-05 13:31:48,iPad,"-41.004623,-149.023126"
U000066,T0004306,2022-11-11 21:09:12,Mac,"-4.614873,-159.470821"
U000722,T0004307,2025-06-03 00:29:22,Windows,
U000196,T0004308,2024-06-05 00:31:15,Windows,
U000235,T0004309,2022-07-21 03:06:58,Android,
U000559,T0004310,2021-12-06 13:56:24,Mac,"78.5339125,-173.018464"
U000911,T0004311,2022-05-23 22:12:03,Android,"-42.7847095,-38.726476"
U000241,T0004312,2023-06-19 05:50:32,,"26.3888175,-160.636163"
U000058,T0004313,2023-05-09 09:35:51,iPhone,
U000886,T0004314,2023-02-25 04:12:20,,"-81.932788,130.172770"
U000585,T0004315,2022-06-20 12:33:34,,
U000763,T0004316,2022-01-20 20:57:55,Mac,
U000959,T0004317,2023-08-02 13:21:20,Mac,"51.7968805,18.814788"
U000016,T0004318,2023-07-19 16:21:32,Android,"43.6640355,140.939825"
U000439,T0004319,2022-09-19 18:02:31,Web,
U000192,T0004320,2023-11-23 18:01:29,Windows,
U000260,T0004321,2022-05-22 01:40:19,Web,
U000390,T0004322,2025-01-20 13:31:34,,
U000745,T0004323,2022-03-28 04:32:58,,
U000599,T0004324,2024-02-06 20:57:00,Web,
U000111,T0004325,2025-04-08 06:13:35,iPhone,
U000799,T0004326,2024-08-04 08:07:00,Windows,
U000428,T0004327,2024-03-04 01:01:38,Web,"-11.175940,72.187342"
U000057,T0004328,2022-06-17 17:53:42,Web,
U000022,T0004329,2023-09-09 09:14:34,Web,"-4.787678,117.866345"
U000439,T0004330,2024-04-16 10:28:47,Mac,"23.3663955,-113.872460"
U000824,T0004331,2022-11-15 12:43:32,Windows,"-6.107272,109.915155"
U000949,T0004332,2022-02-14 02:56:19,iPad,
U000898,T0004333,2023-11-15 19:24:40,Mac,
U000891,T0004334,2024-11-10 16:30:22,,"33.145031,-110.203608"
U000581,T0004335,2024-07-26 12:43:39,,"85.771084,-58.025412"
U000028,T0004336,2023-02-02 12:15:17,,
U000510,T0004337,2022-04-23 00:12:08,,"40.1556685,28.898873"
U000192,T0004338,2025-01-14 21:15:32,,
U000833,T0004339,2024-08-20 22:06:08,iPhone,
U000781,T0004340,2022-01-28 09:05:07,Android,
U000648,T0004341,2023-09-20 15:27:37,iPhone,"50.870441,140.348884"
U000808,T0004342,2022-11-20 02:27:16,Mac,"-78.1250875,-141.342604"
U000101,T0004343,2023-05-14 18:45:06,Web,"-31.906556,49.539081"
U000547,T0004344,2024-05-29 03:22:02,iPhone,
U000820,T0004345,2023-03-10 11:06:25,,"1.756351,-77.714121"
U000271,T0004346,2024-02-20 20:03:15,Web,
U000921,T0004347,2024-04-07 19:07:03,iPad,
U000766,T0004348,2022-08-01 05:54:02,,"53.3113195,-152.940094"
U000733,T0004349,2023-10-13 05:00:50,Mac,"-81.3866625,-107.107773"
U000902,T0004350,2024-08-07 04:21:26,Android,"79.355666,127.775360"
U000853,T0004351,2023-05-03 16:02:02,iPhone,"-86.7464065,-120.616895"
U000277,T0004352,2025-02-04 03:34:11,Mac,"-84.215844,-26.303794"
U000996,T0004353,2024-11-17 20:08:09,Mac,
U000985,T0004354,2025-08-07 17:47:57,Mac,"87.2112745,9.078249"
U000281,T0004355,2023-12-18 17:22:59,Windows,"-32.4303865,47.174280"
U000902,T0004356,2025-11-04 16:58:35,Mac,"9.4334315,52.953449"
U000686,T0004357,2023-10-13 16:10:10,Windows,"-11.848734,-39.855180"
U000979,T0004358,2025-04-29 14:53:53,iPad,
U000674,T0004359,2025-03-30 08:31:00,,
U000889,T0004360,2024-09-01 11:17:07,Web,
U000406,T0004361,2024-07-19 21:18:46,Mac,"43.027950,65.246446"
U000803,T0004362,2025-11-15 12:32:55,Web,
U000702,T0004363,2022-12-14 12:02:06,iPad,"-59.469405,-69.346469"
U000444,T0004364,2025-07-16 15:58:14,Mac,"60.140676,-4.345286"
U000047,T0004365,2025-07-10 21:56:24,,
U000793,T0004366,2024-06-26 01:09:14,Android,"-59.001976,171.734028"
U000855,T0004367,2025-10-27 02:28:12,Android,
U000523,T0004368,2023-08-18 17:40:15,Mac,"40.277519,-150.372182"
U000402,T0004369,2024-05-18 18:39:21,,
U000530,T0004370,2022-10-13 21:43:32,Android,"-41.3066705,-12.574772"
U000062,T0004371,2022-11-10 10:36:30,Android,
U000085,T0004372,2023-07-13 20:00:48,iPhone,"28.038490,52.804063"
U000442,T0004373,2025-10-06 17:54:02,,
U000005,T0004374,2023-05-20 09:13:21,,"-14.7371525,-87.642358"
U000305,T0004375,2023-08-29 11:24:32,Mac,"87.2916935,85.460106"
U000767,T0004376,2023-03-16 04:49:07,,"-17.6260975,0.139295"
U000766,T0004377,2022-08-07 16:08:32,,
U000571,T0004378,2022-02-17 20:30:07,,
U000350,T0004379,2024-03-16 12:11:17,Mac,"-75.0508595,-77.350325"
U000280,T0004380,2025-07-29 18:35:58,iPhone,
U000322,T0004381,2022-11-19 13:48:26,Windows,
U000315,T0004382,2023-12-03 05:07:34,iPhone,"12.129009,-112.361454"
U000489,T0004383,2023-07-04 05:25:32,,"-78.567798,137.974291"
U000499,T0004384,2025-07-24 01:36:25,Web,
U000830,T0004385,2023-10-13 13:30:28,iPad,
U000759,T0004386,2022-09-16 17:58:13,,
U000612,T0004387,2023-06-22 00:28:45,Web,
U000972,T0004388,2025-10-21 02:11:03,Web,
U000527,T0004389,2025-05-28 01:13:59,Android,
U000069,T0004390,2025-05-22 13:03:45,iPhone,
U000258,T0004391,2022-06-16 02:08:46,iPhone,
U000252,T0004392,2023-01-22 10:02:30,Web,
U000391,T0004393,2022-12-02 14:53:57,Web,
U000389,T0004394,2023-06-15 02:54:35,Web,"-28.740774,39.607694"
U000486,T0004395,2025-04-12 11:07:41,iPad,
U000277,T0004396,2025-11-09 01:49:01,,"-2.816309,177.532264"
U000074,T0004397,2022-12-22 19:39:50,Mac,
U000499,T0004398,2025-03-20 21:33:16,,
U000673,T0004399,2023-09-15 04:07:15,Web,
U000102,T0004400,2022-12-19 23:14:29,Windows,"-17.9335235,-178.248856"
U000794,T0004401,2022-06-18 23:18:20,,
U000563,T0004402,2024-09-03 03:27:49,,"-34.7969465,112.753932"
U000404,T0004403,2024-12-30 16:22:13,iPhone,"8.2753505,127.347373"
U000548,T0004404,2023-01-04 02:10:26,Mac,
U000543,T0004405,2022-12-20 14:08:39,,
U000201,T0004406,2022-03-18 04:14:19,iPhone,"84.590039,-48.887373"
U000467,T0004407,2025-01-29 09:29:25,Web,"-9.177787,-41.692109"
U000257,T0004408,2022-03-08 07:22:08,,
U000268,T0004409,2022-05-18 07:04:02,Windows,
U000049,T0004410,2023-03-07 05:53:31,Mac,
U000030,T0004411,2022-11-20 22:54:19,,"21.1154825,-65.297189"
U000732,T0004412,2022-02-08 10:28:01,iPad,
U000509,T0004413,2025-07-30 18:42:02,iPad,"44.5338915,122.779782"
U000269,T0004414,2024-03-07 05:55:52,Android,"23.560079,130.162795"
U000046,T0004415,2023-01-12 12:12:30,iPhone,
U000216,T0004416,2024-02-23 14:22:51,Android,
U000673,T0004417,2023-01-31 13:21:37,Web,
U000882,T0004418,2024-12-11 16:11:54,Mac,
U000313,T0004419,2025-10-19 06:30:04,iPhone,
U000829,T0004420,2024-12-11 20:11:52,iPad,
U000649,T0004421,2025-04-19 05:54:50,iPhone,"-20.8853345,160.645955"
U000638,T0004422,2024-05-17 13:31:23,Android,
U000718,T0004423,2025-06-26 17:40:21,Web,"-64.3043835,108.523326"
U000939,T0004424,2022-03-09 20:03:58,,
U000719,T0004425,2023-11-10 00:34:21,Web,
U000997,T0004426,2023-12-17 22:21:03,Android,"-74.871362,-88.724147"
U000907,T0004427,2022-08-04 18:31:23,iPad,
U000553,T0004428,2023-11-20 17:28:53,Mac,"1.660010,36.245029"
U000534,T0004429,2023-05-24 21:01:20,Web,"82.852005,136.140187"
U000631,T0004430,2022-11-26 16:08:09,,"63.4526885,156.967320"
U000587,T0004431,2023-11-14 17:24:02,Mac,"31.636920,-165.394518"
U000066,T0004432,2022-03-20 20:56:10,Web,"-55.488562,174.954882"
U000611,T0004433,2022-09-06 17:50:29,iPad,
U000323,T0004434,2023-07-13 00:19:20,,"-40.2471165,-39.822211"
U000526,T0004435,2023-10-27 01:15:22,Mac,"3.869506,-11.005271"
U000207,T0004436,2024-12-13 17:05:40,iPad,
U000792,T0004437,2022-11-13 00:13:56,,
U000131,T0004438,2022-10-02 06:34:07,Android,
U000717,T0004439,2024-03-11 21:40:12,iPad,
U000796,T0004440,2023-09-23 04:06:32,Web,
U000755,T0004441,2022-04-11 10:41:23,Web,
U000340,T0004442,2024-10-23 03:56:58,iPad,
U000730,T0004443,2024-06-05 00:01:55,Mac,
U000206,T0004444,2022-07-25 16:51:05,Android,
U000294,T0004445,2022-09-08 00:28:32,Mac,"7.067880,-14.466212"
U000706,T0004446,2025-06-19 09:43:04,,
U000502,T0004447,2023-07-10 00:56:35,,"-53.695928,22.278780"
U000431,T0004448,2025-09-30 03:06:03,iPhone,"-38.0039725,-121.394070"
U000546,T0004449,2022-06-29 23:44:16,Windows,"-11.404633,92.119304"
U000156,T0004450,2023-02-20 19:11:10,Web,
U000488,T0004451,2023-11-05 00:37:08,,"-83.254962,-15.868223"
U000681,T0004452,2023-01-13 15:15:52,iPhone,"38.7487865,32.135208"
U000167,T0004453,2023-07-15 17:31:51,,
U000597,T0004454,2024-07-12 02:31:31,Web,
U000611,T0004455,2023-10-29 09:02:25,Android,
U000934,T0004456,2022-08-12 15:38:04,Web,"-77.4460045,42.028868"
U000420,T0004457,2025-04-05 23:11:14,Windows,
U000765,T0004458,2023-01-12 04:34:21,,
U000931,T0004459,2023-07-26 11:29:45,Web,"-54.810618,-125.273399"
U000128,T0004460,2025-03-10 22:53:56,iPad,
U000506,T0004461,2025-10-08 19:33:59,iPhone,"-27.1872075,-0.512000"
U000696,T0004462,2023-07-12 07:20:45,,
U000214,T0004463,2022-12-22 04:15:48,,"19.035007,174.358327"
U000929,T0004464,2024-12-04 20:26:02,,"-81.3253275,113.224209"
U000364,T0004465,2024-06-08 02:50:04,,"-1.3144575,47.078480"
U000735,T0004466,2022-09-04 22:34:07,Windows,"62.0536665,-122.017590"
U000036,T0004467,2025-06-24 13:07:03,Web,
U000254,T0004468,2024-11-27 12:23:07,,"71.318703,-0.095838"
U000301,T0004469,2022-09-29 14:27:31,Android,
U000573,T0004470,2023-08-17 14:09:50,iPad,"-62.598528,-115.131407"
U000391,T0004471,2022-02-15 06:15:02,,
U000440,T0004472,2025-02-10 04:58:34,Windows,
U000522,T0004473,2023-10-10 10:45:05,iPhone,"-70.814145,-48.091986"
U000494,T0004474,2023-04-23 12:33:37,iPad,
U000402,T0004475,2025-07-30 23:39:05,Mac,"26.8807095,147.752249"
U000974,T0004476,2022-12-12 09:17:58,,"61.0861405,177.940944"
U000909,T0004477,2025-04-29 20:39:58,Mac,
U000934,T0004478,2024-12-22 19:19:30,Web,
U000987,T0004479,2022-05-24 23:51:21,,"-33.2653755,-164.710569"
U000297,T0004480,2023-05-11 16:51:59,,
U000935,T0004481,2022-11-03 03:27:17,iPad,"66.649756,143.201535"
U000944,T0004482,2023-03-06 09:51:04,Web,
U000485,T0004483,2022-04-15 04:38:26,,"-24.0056625,-161.034764"
U000620,T0004484,2023-10-13 02:23:15,iPad,"5.3844805,46.037454"
U000958,T0004485,2024-03-27 23:35:54,Mac,"-35.5663775,-64.408893"
U000072,T0004486,2025-03-18 10:27:22,,
U000364,T0004487,2024-05-05 16:27:52,iPhone,
U000863,T0004488,2025-02-14 00:06:09,Mac,"-59.762417,-20.948328"
U000701,T0004489,2023-04-28 22:01:39,Windows,
U000450,T0004490,2022-11-01 01:43:30,Windows,
U000057,T0004491,2022-08-20 01:42:17,Android,
U000043,T0004492,2024-12-11 12:48:16,Windows,"54.5515525,-157.081765"
U000339,T0004493,2025-05-13 00:32:02,Mac,
U000340,T0004494,2025-07-30 00:21:54,Web,
U000193,T0004495,2025-07-29 05:05:14,,"22.665637,-153.229402"
U000172,T0004496,2025-05-07 11:23:06,Android,
U000956,T0004497,2022-08-01 16:40:35,iPhone,
U000780,T0004498,2024-12-07 20:22:54,,"24.6684975,-11.184027"
U000565,T0004499,2023-11-19 02:58:58,,
U000894,T0004500,2023-02-09 15:21:40,Windows,"-67.1626185,-166.080232"
U000119,T0004501,2025-07-17 16:13:39,Web,"-44.501163,-158.227498"
U000367,T0004502,2025-08-25 08:57:41,Mac,
U000721,T0004503,2025-04-17 19:20:15,Web,
U000166,T0004504,2022-02-04 05:35:38,Windows,
U000425,T0004505,2022-05-18 18:21:39,Android,
U000464,T0004506,2024-09-19 05:40:38,,"2.415535,-15.814115"
U000717,T0004507,2022-05-20 15:13:12,Android,
U000951,T0004508,2024-11-12 13:25:59,iPhone,"82.5156805,-30.831469"
U000027,T0004509,2023-11-13 10:28:35,iPhone,
U000284,T0004510,2025-08-15 16:10:44,,"61.356442,-130.501764"
U000717,T0004511,2025-08-26 07:48:19,Windows,"45.6010645,136.991652"
U000667,T0004512,2023-08-24 11:03:09,Windows,
U000970,T0004513,2025-01-26 07:40:02,,"-19.2737705,137.549723"
U000562,T0004514,2022-11-26 23:04:33,iPhone,
U000788,T0004515,2023-08-18 04:52:44,iPhone,"-33.581747,-3.516957"
U000799,T0004516,2022-04-02 18:32:13,iPhone,"-20.6210895,-141.683575"
U000166,T0004517,2025-07-12 20:27:20,,"-52.0914325,-34.428429"
U000723,T0004518,2024-09-18 06:54:36,,
U000888,T0004519,2023-08-25 04:08:51,Windows,
U000350,T0004520,2025-06-01 17:06:55,Android,
U000917,T0004521,2022-08-08 15:48:43,iPad,
U000053,T0004522,2024-08-06 18:23:42,Windows,
U000944,T0004523,2023-05-13 20:53:38,iPad,
U000479,T0004524,2025-03-30 17:58:39,,
U000332,T0004525,2024-12-24 02:32:10,Android,
U000890,T0004526,2022-10-20 03:33:44,,"54.8584795,-79.924766"
U000828,T0004527,2023-07-29 21:52:37,iPad,"46.795547,73.926376"
U000069,T0004528,2024-11-22 09:24:35,,"-46.4465685,8.316053"
U000366,T0004529,2025-10-01 05:03:18,,
U000298,T0004530,2023-07-29 18:30:03,Windows,
U000672,T0004531,2021-12-11 04:38:40,iPhone,
U000019,T0004532,2023-10-28 21:42:27,Mac,
U000987,T0004533,2025-02-13 21:35:49,Web,"-34.608622,-13.269776"
U000078,T0004534,2022-05-13 11:38:01,iPad,"-52.8159985,-117.472450"
U000840,T0004535,2023-12-29 08:44:22,iPad,
U000314,T0004536,2025-10-29 17:56:45,Windows,
U000333,T0004537,2022-02-13 20:37:19,,"-65.677177,82.332830"
U000218,T0004538,2023-07-15 18:58:09,,
U000317,T0004539,2024-03-27 00:49:46,Web,"-45.6002845,134.598232"
U000610,T0004540,2022-11-26 12:54:03,Mac,"71.0238545,-143.096552"
U000611,T0004541,2023-11-10 22:24:35,Web,"-75.8739565,165.742246"
U000563,T0004542,2025-11-23 09:56:41,Windows,
U000686,T0004543,2025-02-26 20:26:33,iPhone,"15.949922,137.870877"
U000007,T0004544,2023-09-14 11:48:31,Web,
U000709,T0004545,2023-09-25 19:18:12,Windows,"-15.2297525,99.430949"
U000042,T0004546,2022-06-26 13:07:33,,
U000210,T0004547,2024-02-21 03:14:37,,"21.953807,-59.861898"
U000015,T0004548,2022-12-16 10:39:19,,
U000022,T0004549,2023-05-27 13:35:00,Windows,
U000105,T0004550,2022-07-27 00:38:36,Windows,
U000620,T0004551,2022-11-07 09:12:42,Android,"50.991408,-125.026720"
U000305,T0004552,2024-05-13 10:10:56,,"-0.947616,-131.445304"
U000192,T0004553,2025-07-12 14:00:59,iPad,"-35.037327,-156.692043"
U000321,T0004554,2025-11-21 02:18:51,Android,
U000664,T0004555,2023-06-22 15:02:58,iPad,"41.3923015,101.142498"
U000675,T0004556,2022-08-30 15:46:12,iPad,"-75.405706,-110.085802"
U000396,T0004557,2022-09-06 00:13:27,,"9.872281,135.941779"
U000708,T0004558,2024-06-10 04:34:30,Android,
